,Unnamed: 0,HCPCS Code,Description,AETNA,CIGNA,HUMANA (Current),HUMANA (2020),HUMANA (2019),UNITED,>90% Agree,>85% Agree,>55% Agree,>51% Agree,WELLCARE BINARY,AETNA BINARY,Num Insurers That Require PR,At Least One Require Prior Auth,All Require Prior Auth,ndc_code,j_code,drug_id,HCPCS Category,sub_category_id,multum_category_id,multum_category_name,sub_category_name,CPT Category,PERCENT OF SPENDING,Category,Therapeutic_area
13943,13943,37788,Revascularization penis,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13944,13944,37790,Penile venous occlusion,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
6241,6241,37799,Vascular surgery procedure,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.81E-07,Surgery and anesthesia,
5241,5241,38100,Removal of spleen total,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.87E-07,Surgery and anesthesia,
6211,6211,38101,Removal of spleen partial,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.85E-07,Surgery and anesthesia,
7680,7680,38102,Removal of spleen total,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,4.92E-08,Surgery and anesthesia,
8434,8434,38115,Repair of ruptured spleen,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.81E-08,Surgery and anesthesia,
5755,5755,38120,Laparoscopy splenectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.61E-07,Surgery and anesthesia,
6590,6590,38129,Laparoscope proc spleen,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.39E-07,Surgery and anesthesia,
8785,8785,38200,Injection for spleen x-ray,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,8.88E-09,Surgery and anesthesia,
13945,13945,38204,Bl donor search management,G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
5981,5981,38205,Harvest allogeneic stem cell,G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,,,,,,,,,1) surgery,2.19E-07,Surgery and anesthesia,
2950,2950,38206,Harvest auto stem cells,G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,,,,,,,,,1) surgery,2.77E-06,Surgery and anesthesia,
13946,13946,38207,Cryopreserve stem cells,G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13947,13947,38208,Thaw preserved stem cells,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13948,13948,38209,Wash harvest stem cells,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13949,13949,38210,T-cell depletion of harvest,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13950,13950,38211,Tumor cell deplete of harvst,G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13951,13951,38212,Rbc depletion of harvest,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13952,13952,38213,Platelet deplete of harvest,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13953,13953,38214,Volume deplete of harvest,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
13954,13954,38215,Harvest stem cell concentrte,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
8814,8814,38220,Dx bone marrow aspirations,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,8.29E-09,Surgery and anesthesia,
1892,1892,38221,Dx bone marrow biopsies,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.06E-05,Surgery and anesthesia,
678,678,38222,Dx bone marrow bx & aspir,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,0.000107141,Surgery and anesthesia,
6846,6846,38230,Bone marrow harvest allogen,G,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,1.12E-07,Surgery and anesthesia,
4731,4731,38232,Bone marrow harvest autolog,G,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,TRUE,FALSE,,,,,,,,,1) surgery,5.58E-07,Surgery and anesthesia,
3652,3652,38240,Transplt allo hct/donor,G,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,TRUE,FALSE,,,,,,,,,1) surgery,1.39E-06,Surgery and anesthesia,
2919,2919,38241,Transplt autol hct/donor,G,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,TRUE,FALSE,,,,,,,,,1) surgery,2.87E-06,Surgery and anesthesia,
6061,6061,38242,Transplt allo lymphocytes,G,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) surgery,2.08E-07,Surgery and anesthesia,
8034,8034,38243,Transplj hematopoietic boost,A,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,TRUE,FALSE,,,,,,,,,1) surgery,3.33E-08,Surgery and anesthesia,
6910,6910,38300,Drainage lymph node lesion,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.06E-07,Surgery and anesthesia,
6309,6309,38305,Drainage lymph node lesion,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.70E-07,Surgery and anesthesia,
8288,8288,38308,Incision of lymph channels,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.29E-08,Surgery and anesthesia,
8661,8661,38380,Thoracic duct procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.22E-08,Surgery and anesthesia,
7731,7731,38381,Thoracic duct procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,4.72E-08,Surgery and anesthesia,
13955,13955,38382,Thoracic duct procedure,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
6062,6062,38500,Biopsy/removal lymph nodes,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,2.08E-07,Surgery and anesthesia,
1457,1457,38505,Needle biopsy lymph nodes,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,2.08E-05,Surgery and anesthesia,
5138,5138,38510,Biopsy/removal lymph nodes,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,4.15E-07,Surgery and anesthesia,
3960,3960,38520,Biopsy/removal lymph nodes,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.07E-06,Surgery and anesthesia,
8990,8990,38525,Biopsy/removal lymph nodes,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,3.58E-09,Surgery and anesthesia,
7928,7928,38530,Biopsy/removal lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.80E-08,Surgery and anesthesia,
7988,7988,38531,Open bx/exc inguinofem nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.51E-08,Surgery and anesthesia,
7950,7950,38542,Explore deep node(s) neck,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.67E-08,Surgery and anesthesia,
13956,13956,38550,Removal neck/armpit lesion,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
5922,5922,38555,Removal neck/armpit lesion,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.29E-07,Surgery and anesthesia,
7813,7813,38562,Removal pelvic lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,4.36E-08,Surgery and anesthesia,
7970,7970,38564,Removal abdomen lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.60E-08,Surgery and anesthesia,
4957,4957,38570,Laparoscopy lymph node biop,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,4.72E-07,Surgery and anesthesia,
3096,3096,38571,Laparoscopy lymphadenectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.37E-06,Surgery and anesthesia,
4368,4368,38572,Laparoscopy lymphadenectomy,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,7.54E-07,Surgery and anesthesia,
7056,7056,38573,Laps pelvic lymphadec,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,9.29E-08,Surgery and anesthesia,
8201,8201,38589,Laparoscope proc lymphatic,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,2.59E-08,Surgery and anesthesia,
7597,7597,38700,Removal of lymph nodes neck,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,5.46E-08,Surgery and anesthesia,
6802,6802,38720,Removal of lymph nodes neck,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.17E-07,Surgery and anesthesia,
2985,2985,38724,Removal of lymph nodes neck,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.68E-06,Surgery and anesthesia,
7306,7306,38740,Remove armpit lymph nodes,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,7.47E-08,Surgery and anesthesia,
5589,5589,38745,Remove armpit lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.95E-07,Surgery and anesthesia,
4936,4936,38746,Remove thoracic lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,4.81E-07,Surgery and anesthesia,
6265,6265,38747,Remove abdominal lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.77E-07,Surgery and anesthesia,
6969,6969,38760,Remove groin lymph nodes,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.01E-07,Surgery and anesthesia,
7873,7873,38765,Remove groin lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,4.06E-08,Surgery and anesthesia,
6386,6386,38770,Remove pelvis lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.62E-07,Surgery and anesthesia,
7411,7411,38780,Remove abdomen lymph nodes,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,6.70E-08,Surgery and anesthesia,
4623,4623,38790,Inject for lymphatic x-ray,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,6.05E-07,Surgery and anesthesia,
2051,2051,38792,Ra tracer id of sentinl node,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,8.07E-06,Surgery and anesthesia,
6369,6369,38794,Access thoracic lymph duct,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.64E-07,Surgery and anesthesia,
5596,5596,38900,Io map of sent lymph node,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.92E-07,Surgery and anesthesia,
8221,8221,38999,Blood/lymph system procedure,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,2.50E-08,Surgery and anesthesia,
8516,8516,39000,Exploration of chest,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.61E-08,Surgery and anesthesia,
5844,5844,39010,Exploration of chest,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.42E-07,Surgery and anesthesia,
8405,8405,39200,Resect mediastinal cyst,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.88E-08,Surgery and anesthesia,
6197,6197,39220,Resect mediastinal tumor,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.86E-07,Surgery and anesthesia,
3695,3695,39401,Mediastinoscpy w/medstnl bx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.33E-06,Surgery and anesthesia,
1738,1738,39402,Mediastinoscpy w/lmph nod bx,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.33E-05,Surgery and anesthesia,
5943,5943,39499,Chest procedure,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,2.25E-07,Surgery and anesthesia,
7633,7633,39501,Repair diaphragm laceration,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,5.18E-08,Surgery and anesthesia,
13957,13957,39503,Repair of diaphragm hernia,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
8247,8247,39540,Repair of diaphragm hernia,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.42E-08,Surgery and anesthesia,
7425,7425,39541,Repair of diaphragm hernia,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,6.63E-08,Surgery and anesthesia,
7014,7014,39545,Revision of diaphragm,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,9.74E-08,Surgery and anesthesia,
7203,7203,39560,Resect diaphragm simple,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,8.19E-08,Surgery and anesthesia,
7384,7384,39561,Resect diaphragm complex,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,6.90E-08,Surgery and anesthesia,
7328,7328,39599,Diaphragm surgery procedure,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,7.29E-08,Surgery and anesthesia,
1208,1208,40490,Biopsy of lip,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.26E-05,Surgery and anesthesia,
4295,4295,40500,Partial excision of lip,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,8.06E-07,Surgery and anesthesia,
2856,2856,40510,Partial excision of lip,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.07E-06,Surgery and anesthesia,
2961,2961,40520,Partial excision of lip,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,2.75E-06,Surgery and anesthesia,
3901,3901,40525,Reconstruct lip with flap,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.12E-06,Surgery and anesthesia,
4950,4950,40527,Reconstruct lip with flap,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,4.76E-07,Surgery and anesthesia,
4808,4808,40530,Partial removal of lip,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,5.29E-07,Surgery and anesthesia,
4110,4110,40650,Repair lip,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,9.45E-07,Surgery and anesthesia,
4464,4464,40652,Repair lip,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,7.04E-07,Surgery and anesthesia,
6544,6544,40654,Repair lip,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.43E-07,Surgery and anesthesia,
14006,14006,40700,Repair cleft lip/nasal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
14007,14007,40701,Repair cleft lip/nasal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
14008,14008,40702,Repair cleft lip/nasal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
14009,14009,40720,Repair cleft lip/nasal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
14012,14012,40761,Repair cleft lip/nasal,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
14015,14015,40799,Lip surgery procedure,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,,Surgery and anesthesia,
2746,2746,40800,Drainage of mouth lesion,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.43E-06,Surgery and anesthesia,
2893,2893,40801,Drainage of mouth lesion,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.96E-06,Surgery and anesthesia,
5830,5830,40804,Removal foreign body mouth,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,2.46E-07,Surgery and anesthesia,
6959,6959,40805,Removal foreign body mouth,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.02E-07,Surgery and anesthesia,
8683,8683,40806,Incision of lip fold,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,1.14E-08,Surgery and anesthesia,
1644,1644,40808,Biopsy of mouth lesion,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.55E-05,Surgery and anesthesia,
2781,2781,40810,Excision of mouth lesion,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,,,,,,,,,1) surgery,3.34E-06,Surgery and anesthesia,
8498,8498,40812,Excise/repair mouth lesion,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.64E-08,Surgery and anesthesia,
2652,2652,40814,Excise/repair mouth lesion,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,3.81E-06,Surgery and anesthesia,
3478,3478,40816,Excision of mouth lesion,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) surgery,1.66E-06,Surgery and anesthesia,
5506,5506,40818,Excise oral mucosa for graft,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) surgery,3.12E-07,Surgery and anesthesia,
